ID,Class Label,Predicted_Class_Label
8987.bmp,37,37
8988.bmp,38,38
8989.bmp,39,39
8990.bmp,40,40
8991.bmp,41,41
8992.bmp,42,42
8993.bmp,43,43
8994.bmp,44,116
8995.bmp,45,45
8996.bmp,46,46
8997.bmp,47,47
8998.bmp,48,48
8999.bmp,49,49
9000.bmp,50,50
9001.bmp,51,51
9002.bmp,52,52
9003.bmp,53,17
9004.bmp,54,54
9005.bmp,55,55
9006.bmp,56,56
9007.bmp,57,57
9008.bmp,58,52
9009.bmp,59,59
9010.bmp,60,60
9011.bmp,61,61
9012.bmp,62,62
9013.bmp,63,63
9014.bmp,64,64
9015.bmp,65,65
9016.bmp,66,66
9017.bmp,67,67
9018.bmp,68,68
9019.bmp,69,69
9020.bmp,70,70
9021.bmp,71,71
9022.bmp,72,72
9023.bmp,73,73
9024.bmp,74,74
9025.bmp,75,75
9026.bmp,76,64
9027.bmp,77,77
9028.bmp,78,78
9029.bmp,79,79
9030.bmp,0,0
9031.bmp,81,81
9032.bmp,82,82
9033.bmp,83,83
9034.bmp,84,84
9035.bmp,85,85
9036.bmp,86,86
9037.bmp,87,87
9038.bmp,88,88
9039.bmp,89,89
9040.bmp,90,90
9041.bmp,91,91
9042.bmp,92,92
9043.bmp,93,93
9044.bmp,94,94
9045.bmp,95,95
9046.bmp,96,96
9047.bmp,97,97
9048.bmp,98,98
9049.bmp,99,99
9050.bmp,100,100
9051.bmp,101,101
9052.bmp,102,102
9053.bmp,103,103
9054.bmp,104,104
9055.bmp,105,105
9056.bmp,106,106
9057.bmp,107,107
9058.bmp,108,108
9059.bmp,109,109
9060.bmp,110,110
9061.bmp,111,111
9062.bmp,112,112
9063.bmp,113,113
9064.bmp,114,114
9065.bmp,115,115
9066.bmp,116,116
9067.bmp,117,117
9068.bmp,118,118
9069.bmp,119,119
9070.bmp,120,120
9071.bmp,121,121
9072.bmp,122,122
9073.bmp,123,124
9074.bmp,124,124
9075.bmp,125,125
9076.bmp,126,126
9077.bmp,127,127
9078.bmp,128,128
9079.bmp,129,151
9080.bmp,130,130
9081.bmp,131,131
9082.bmp,132,132
9083.bmp,133,133
9084.bmp,134,134
9085.bmp,135,134
9086.bmp,136,136
9087.bmp,137,137
9088.bmp,138,138
9089.bmp,139,139
9090.bmp,140,140
9091.bmp,141,141
9092.bmp,142,142
9093.bmp,143,143
9094.bmp,144,144
9095.bmp,145,145
9096.bmp,146,146
9097.bmp,147,152
9098.bmp,148,148
9099.bmp,149,149
9100.bmp,150,150
9101.bmp,151,151
9102.bmp,152,152
9103.bmp,153,153
9104.bmp,154,154
9105.bmp,155,155
9106.bmp,1,1
9107.bmp,2,2
9108.bmp,7,7
9109.bmp,8,8
9110.bmp,21,21
9111.bmp,22,22
9112.bmp,23,23
9113.bmp,24,24
9114.bmp,25,25
9115.bmp,26,26
9116.bmp,27,27
9117.bmp,28,28
9118.bmp,29,29
9119.bmp,30,30
9120.bmp,31,31
9121.bmp,32,32
9122.bmp,33,33
9123.bmp,34,34
9124.bmp,35,35
9125.bmp,36,36
9126.bmp,37,37
9127.bmp,38,38
9128.bmp,39,39
9129.bmp,40,40
9130.bmp,41,41
9131.bmp,42,42
9132.bmp,43,43
9133.bmp,44,44
9134.bmp,45,117
9135.bmp,46,118
9136.bmp,47,47
9137.bmp,48,48
9138.bmp,49,49
9139.bmp,50,50
9140.bmp,51,51
9141.bmp,52,52
9142.bmp,53,53
9143.bmp,54,54
9144.bmp,55,55
9145.bmp,56,56
9146.bmp,57,57
9147.bmp,58,58
9148.bmp,59,59
9149.bmp,60,60
9150.bmp,61,61
9151.bmp,62,62
9152.bmp,63,63
9153.bmp,64,64
9154.bmp,65,65
9155.bmp,66,66
9156.bmp,67,67
9157.bmp,68,68
9158.bmp,69,69
9159.bmp,70,70
9160.bmp,71,71
9161.bmp,72,72
9162.bmp,73,73
9163.bmp,74,74
9164.bmp,75,75
9165.bmp,76,76
9166.bmp,77,77
9167.bmp,78,78
9168.bmp,79,79
9169.bmp,0,0
9170.bmp,81,81
9171.bmp,82,82
9172.bmp,83,83
9173.bmp,84,84
9174.bmp,85,85
9175.bmp,86,86
9176.bmp,87,87
9177.bmp,88,88
9178.bmp,89,89
9179.bmp,90,90
9180.bmp,91,91
9181.bmp,92,92
9182.bmp,93,93
9183.bmp,94,94
9184.bmp,95,95
9185.bmp,96,96
9186.bmp,97,97
9187.bmp,98,98
9188.bmp,99,99
9189.bmp,100,100
9190.bmp,101,101
9191.bmp,102,102
9192.bmp,103,103
9193.bmp,104,104
9194.bmp,105,105
9195.bmp,106,106
9196.bmp,107,107
9197.bmp,108,108
9198.bmp,109,109
9199.bmp,110,110
9200.bmp,111,111
9201.bmp,112,52
9202.bmp,113,113
9203.bmp,114,114
9204.bmp,115,114
9205.bmp,116,116
9206.bmp,117,117
9207.bmp,118,118
9208.bmp,119,119
9209.bmp,120,120
9210.bmp,121,121
9211.bmp,122,122
9212.bmp,123,123
9213.bmp,124,124
9214.bmp,125,125
9215.bmp,126,126
9216.bmp,127,127
9217.bmp,128,152
9218.bmp,129,129
9219.bmp,130,130
9220.bmp,131,131
9221.bmp,132,132
9222.bmp,133,133
9223.bmp,134,134
9224.bmp,135,135
9225.bmp,136,136
9226.bmp,137,137
9227.bmp,138,138
9228.bmp,139,139
9229.bmp,140,140
9230.bmp,141,141
9231.bmp,142,142
9232.bmp,143,143
9233.bmp,144,144
9234.bmp,145,37
9235.bmp,146,146
9236.bmp,147,124
9237.bmp,148,148
9238.bmp,149,149
9239.bmp,150,150
9240.bmp,151,151
9241.bmp,152,152
9242.bmp,153,153
9243.bmp,154,154
9244.bmp,155,155
9245.bmp,1,1
9246.bmp,2,2
9247.bmp,7,7
9248.bmp,8,8
9249.bmp,21,21
9250.bmp,22,22
9251.bmp,23,23
9252.bmp,24,24
9253.bmp,25,25
9254.bmp,26,26
9255.bmp,27,27
9256.bmp,28,28
9257.bmp,29,29
9258.bmp,30,30
9259.bmp,31,31
9260.bmp,32,32
9261.bmp,33,33
9262.bmp,34,34
9263.bmp,35,146
9264.bmp,36,36
9265.bmp,37,37
9266.bmp,38,38
9267.bmp,39,39
9268.bmp,40,40
9269.bmp,41,41
9270.bmp,42,42
9271.bmp,43,43
9272.bmp,44,116
9273.bmp,45,45
9274.bmp,46,46
9275.bmp,47,47
9276.bmp,48,48
9277.bmp,49,49
9278.bmp,50,50
9279.bmp,51,51
9280.bmp,52,52
9281.bmp,53,53
9282.bmp,54,54
9283.bmp,55,55
9284.bmp,56,56
9285.bmp,57,57
9286.bmp,58,58
9287.bmp,59,59
9288.bmp,60,60
9289.bmp,61,61
9290.bmp,62,62
9291.bmp,63,63
9292.bmp,64,64
9293.bmp,65,65
9294.bmp,66,66
9295.bmp,67,67
9296.bmp,68,68
9297.bmp,69,69
9298.bmp,70,70
9299.bmp,71,71
9300.bmp,72,72
9301.bmp,73,73
9302.bmp,74,74
9303.bmp,75,75
9304.bmp,76,76
9305.bmp,77,77
9306.bmp,78,78
9307.bmp,79,79
9308.bmp,0,0
9309.bmp,81,81
9310.bmp,82,82
9311.bmp,83,83
9312.bmp,84,84
9313.bmp,85,85
9314.bmp,86,86
9315.bmp,87,87
9316.bmp,88,88
9317.bmp,89,89
9318.bmp,90,90
9319.bmp,91,91
9320.bmp,92,92
9321.bmp,93,93
9322.bmp,94,94
9323.bmp,95,95
9324.bmp,96,96
9325.bmp,97,96
9326.bmp,98,98
9327.bmp,99,99
9328.bmp,100,100
9329.bmp,101,101
9330.bmp,102,102
9331.bmp,103,103
9332.bmp,104,104
9333.bmp,105,105
9334.bmp,106,106
9335.bmp,107,107
9336.bmp,108,108
9337.bmp,109,109
9338.bmp,110,110
9339.bmp,111,111
9340.bmp,112,112
9341.bmp,113,113
9342.bmp,114,114
9343.bmp,115,115
9344.bmp,116,116
9345.bmp,117,117
9346.bmp,118,118
9347.bmp,119,119
9348.bmp,120,120
9349.bmp,121,121
9350.bmp,122,122
9351.bmp,123,123
9352.bmp,124,124
9353.bmp,125,125
9354.bmp,126,126
9355.bmp,127,127
9356.bmp,128,128
9357.bmp,129,151
9358.bmp,130,130
9359.bmp,131,131
9360.bmp,132,132
9361.bmp,133,133
9362.bmp,134,135
9363.bmp,135,135
9364.bmp,136,136
9365.bmp,137,137
9366.bmp,138,138
9367.bmp,139,139
9368.bmp,140,140
9369.bmp,141,141
9370.bmp,142,142
9371.bmp,143,108
9372.bmp,144,144
9373.bmp,145,145
9374.bmp,146,146
9375.bmp,147,147
9376.bmp,148,148
9377.bmp,149,149
9378.bmp,150,150
9379.bmp,151,151
9380.bmp,152,147
9381.bmp,153,153
9382.bmp,154,154
9383.bmp,155,155
9384.bmp,1,1
9385.bmp,2,2
9386.bmp,7,7
9387.bmp,8,8
9388.bmp,21,21
9389.bmp,22,22
9390.bmp,23,23
9391.bmp,24,24
9392.bmp,25,25
9393.bmp,26,26
9394.bmp,27,27
9395.bmp,28,28
9396.bmp,29,29
9397.bmp,30,30
9398.bmp,31,31
9399.bmp,32,32
9400.bmp,33,33
9401.bmp,34,34
9402.bmp,35,35
9403.bmp,36,36
9404.bmp,37,145
9405.bmp,38,38
9406.bmp,39,39
9407.bmp,40,40
9408.bmp,41,41
9409.bmp,42,42
9410.bmp,43,43
9411.bmp,44,44
9412.bmp,45,45
9413.bmp,46,46
9414.bmp,47,47
9415.bmp,48,120
9416.bmp,49,49
9417.bmp,50,50
9418.bmp,51,51
9419.bmp,52,82
9420.bmp,53,53
9421.bmp,54,54
9422.bmp,55,37
9423.bmp,56,56
9424.bmp,57,57
9425.bmp,58,58
9426.bmp,59,59
9427.bmp,60,60
9428.bmp,61,61
9429.bmp,62,62
9430.bmp,63,63
9431.bmp,64,153
9432.bmp,65,65
9433.bmp,66,66
9434.bmp,67,67
9435.bmp,68,68
9436.bmp,69,69
9437.bmp,70,70
9438.bmp,71,71
9439.bmp,72,72
9440.bmp,73,73
9441.bmp,74,74
9442.bmp,75,75
9443.bmp,76,64
9444.bmp,77,77
9445.bmp,78,78
9446.bmp,79,79
9447.bmp,0,0
9448.bmp,81,81
9449.bmp,82,82
9450.bmp,83,83
9451.bmp,84,84
9452.bmp,85,85
9453.bmp,86,86
9454.bmp,87,87
9455.bmp,88,88
9456.bmp,89,89
9457.bmp,90,90
9458.bmp,91,91
9459.bmp,92,92
9460.bmp,93,93
9461.bmp,94,94
9462.bmp,95,95
9463.bmp,96,96
9464.bmp,97,33
9465.bmp,98,98
9466.bmp,99,99
9467.bmp,100,100
9468.bmp,101,98
9469.bmp,102,102
9470.bmp,103,103
9471.bmp,104,104
9472.bmp,105,105
9473.bmp,106,106
9474.bmp,107,107
9475.bmp,108,108
9476.bmp,109,109
9477.bmp,110,110
9478.bmp,111,111
9479.bmp,112,112
9480.bmp,113,110
9481.bmp,114,114
9482.bmp,115,73
9483.bmp,116,116
9484.bmp,117,117
9485.bmp,118,118
9486.bmp,119,119
9487.bmp,120,120
9488.bmp,121,121
9489.bmp,122,122
9490.bmp,123,123
9491.bmp,124,124
9492.bmp,125,125
9493.bmp,126,126
9494.bmp,127,127
9495.bmp,128,128
9496.bmp,129,129
9497.bmp,130,130
9498.bmp,131,131
9499.bmp,132,132
9500.bmp,133,133
9501.bmp,134,134
9502.bmp,135,135
9503.bmp,136,124
9504.bmp,137,137
9505.bmp,138,138
9506.bmp,139,94
9507.bmp,140,140
9508.bmp,141,141
9509.bmp,142,142
9510.bmp,143,143
9511.bmp,144,144
9512.bmp,145,145
9513.bmp,146,146
9514.bmp,147,147
9515.bmp,148,148
9516.bmp,149,149
9517.bmp,150,150
9518.bmp,151,151
9519.bmp,152,128
9520.bmp,153,153
9521.bmp,154,154
9522.bmp,155,155
9523.bmp,1,1
9524.bmp,2,2
9525.bmp,7,7
9526.bmp,8,8
9527.bmp,21,21
9528.bmp,22,22
9529.bmp,23,23
9530.bmp,24,24
9531.bmp,25,25
9532.bmp,26,26
9533.bmp,27,27
9534.bmp,28,28
9535.bmp,29,29
9536.bmp,30,30
9537.bmp,31,31
9538.bmp,32,32
9539.bmp,33,33
9540.bmp,34,34
9541.bmp,35,35
9542.bmp,36,36
9543.bmp,37,37
9544.bmp,38,38
9545.bmp,39,39
9546.bmp,40,40
9547.bmp,41,41
9548.bmp,42,42
9549.bmp,43,43
9550.bmp,44,44
9551.bmp,45,45
9552.bmp,46,46
9553.bmp,47,47
9554.bmp,48,48
9555.bmp,49,49
9556.bmp,50,50
9557.bmp,51,51
9558.bmp,52,52
9559.bmp,53,53
9560.bmp,54,54
9561.bmp,55,55
9562.bmp,56,56
9563.bmp,57,57
9564.bmp,58,58
9565.bmp,59,59
9566.bmp,60,60
9567.bmp,61,61
9568.bmp,62,62
9569.bmp,63,63
9570.bmp,64,64
9571.bmp,65,65
9572.bmp,66,66
9573.bmp,67,67
9574.bmp,68,68
9575.bmp,69,69
9576.bmp,70,70
9577.bmp,71,71
9578.bmp,72,72
9579.bmp,73,73
9580.bmp,74,74
9581.bmp,75,75
9582.bmp,76,76
9583.bmp,77,89
9584.bmp,78,78
9585.bmp,79,79
9586.bmp,0,0
9587.bmp,81,81
9588.bmp,82,82
9589.bmp,83,83
9590.bmp,84,84
9591.bmp,85,85
9592.bmp,86,86
9593.bmp,87,87
9594.bmp,88,88
9595.bmp,89,89
9596.bmp,90,90
9597.bmp,91,91
9598.bmp,92,92
9599.bmp,93,93
9600.bmp,94,94
9601.bmp,95,95
9602.bmp,96,96
9603.bmp,97,97
9604.bmp,98,98
9605.bmp,99,99
9606.bmp,100,100
9607.bmp,101,101
9608.bmp,102,102
9609.bmp,103,103
9610.bmp,104,104
9611.bmp,105,105
9612.bmp,106,106
9613.bmp,107,107
9614.bmp,108,108
9615.bmp,109,109
9616.bmp,110,110
9617.bmp,111,111
9618.bmp,112,112
9619.bmp,113,113
9620.bmp,114,114
9621.bmp,115,115
9622.bmp,116,116
9623.bmp,117,117
9624.bmp,118,118
9625.bmp,119,119
9626.bmp,120,143
9627.bmp,121,121
9628.bmp,122,122
9629.bmp,123,123
9630.bmp,124,124
9631.bmp,125,125
9632.bmp,126,126
9633.bmp,127,127
9634.bmp,128,128
9635.bmp,129,129
9636.bmp,130,130
9637.bmp,131,131
9638.bmp,132,132
9639.bmp,133,133
9640.bmp,134,133
9641.bmp,135,123
9642.bmp,136,135
9643.bmp,137,137
9644.bmp,138,138
9645.bmp,139,139
9646.bmp,140,140
9647.bmp,141,141
9648.bmp,142,142
9649.bmp,143,143
9650.bmp,144,144
9651.bmp,145,145
9652.bmp,146,146
9653.bmp,147,147
9654.bmp,148,148
9655.bmp,149,149
9656.bmp,150,150
9657.bmp,151,151
9658.bmp,152,152
9659.bmp,153,153
9660.bmp,154,154
9661.bmp,155,117
9662.bmp,1,1
9663.bmp,2,2
9664.bmp,7,7
9665.bmp,8,8
9666.bmp,21,21
9667.bmp,22,22
9668.bmp,23,23
9669.bmp,24,24
9670.bmp,25,25
9671.bmp,26,26
9672.bmp,27,27
9673.bmp,28,28
9674.bmp,29,29
9675.bmp,30,30
9676.bmp,31,31
9677.bmp,32,32
9678.bmp,33,33
9679.bmp,34,34
9680.bmp,35,35
9681.bmp,36,36
9682.bmp,37,37
9683.bmp,38,38
9684.bmp,39,39
9685.bmp,40,40
9686.bmp,41,41
9687.bmp,42,42
9688.bmp,43,43
9689.bmp,44,44
9690.bmp,45,45
9691.bmp,46,46
9692.bmp,47,47
9693.bmp,48,48
9694.bmp,49,49
9695.bmp,50,50
9696.bmp,51,51
9697.bmp,52,52
9698.bmp,53,53
9699.bmp,54,54
9700.bmp,55,55
9701.bmp,56,56
9702.bmp,57,57
9703.bmp,58,59
9704.bmp,59,59
9705.bmp,60,60
9706.bmp,61,61
9707.bmp,62,62
9708.bmp,63,63
9709.bmp,64,64
9710.bmp,65,65
9711.bmp,66,66
9712.bmp,67,67
9713.bmp,68,68
9714.bmp,69,69
9715.bmp,70,70
9716.bmp,71,77
9717.bmp,72,72
9718.bmp,73,73
9719.bmp,74,74
9720.bmp,75,75
9721.bmp,76,76
9722.bmp,77,77
9723.bmp,78,78
9724.bmp,79,67
9725.bmp,0,0
9726.bmp,81,81
9727.bmp,82,82
9728.bmp,83,83
9729.bmp,84,84
9730.bmp,85,85
9731.bmp,86,104
9732.bmp,87,87
9733.bmp,88,88
9734.bmp,89,89
9735.bmp,90,90
9736.bmp,91,91
9737.bmp,92,92
9738.bmp,93,93
9739.bmp,94,94
9740.bmp,95,95
9741.bmp,96,96
9742.bmp,97,97
9743.bmp,98,98
9744.bmp,99,99
9745.bmp,100,100
9746.bmp,101,101
9747.bmp,102,102
9748.bmp,103,103
9749.bmp,104,104
9750.bmp,105,105
9751.bmp,106,106
9752.bmp,107,107
9753.bmp,108,108
9754.bmp,109,109
9755.bmp,110,110
9756.bmp,111,111
9757.bmp,112,112
9758.bmp,113,113
9759.bmp,114,114
9760.bmp,115,115
9761.bmp,116,116
9762.bmp,117,117
9763.bmp,118,118
9764.bmp,119,119
9765.bmp,120,120
9766.bmp,121,121
9767.bmp,122,122
9768.bmp,123,122
9769.bmp,124,124
9770.bmp,125,125
9771.bmp,126,44
9772.bmp,127,127
9773.bmp,128,128
9774.bmp,129,129
9775.bmp,130,130
9776.bmp,131,131
9777.bmp,132,132
9778.bmp,133,133
9779.bmp,134,140
9780.bmp,135,135
9781.bmp,136,141
9782.bmp,137,137
9783.bmp,138,138
9784.bmp,139,94
9785.bmp,140,140
9786.bmp,141,141
9787.bmp,142,142
9788.bmp,143,143
9789.bmp,144,144
9790.bmp,145,145
9791.bmp,146,146
9792.bmp,147,147
9793.bmp,148,148
9794.bmp,149,149
9795.bmp,150,150
9796.bmp,151,151
9797.bmp,152,128
9798.bmp,153,153
9799.bmp,154,154
9800.bmp,155,155
9801.bmp,1,1
9802.bmp,2,2
9803.bmp,7,7
9804.bmp,8,8
9805.bmp,21,21
9806.bmp,22,22
9807.bmp,23,89
9808.bmp,24,24
9809.bmp,25,25
9810.bmp,26,26
9811.bmp,27,27
9812.bmp,28,139
9813.bmp,29,77
9814.bmp,30,30
9815.bmp,31,31
9816.bmp,32,32
9817.bmp,33,33
9818.bmp,34,34
9819.bmp,35,35
9820.bmp,36,36
9821.bmp,37,12
9822.bmp,38,38
9823.bmp,39,39
9824.bmp,40,40
9825.bmp,41,41
9826.bmp,42,42
9827.bmp,43,43
9828.bmp,44,44
9829.bmp,45,45
9830.bmp,46,46
9831.bmp,47,47
9832.bmp,48,48
9833.bmp,49,49
9834.bmp,50,50
9835.bmp,51,51
9836.bmp,52,16
9837.bmp,53,53
9838.bmp,54,54
9839.bmp,55,55
9840.bmp,56,56
9841.bmp,57,57
9842.bmp,58,153
9843.bmp,59,83
9844.bmp,60,60
9845.bmp,61,61
9846.bmp,62,62
9847.bmp,63,63
9848.bmp,64,64
9849.bmp,65,65
9850.bmp,66,66
9851.bmp,67,67
9852.bmp,68,63
9853.bmp,69,69
9854.bmp,70,111
9855.bmp,71,71
9856.bmp,72,42
9857.bmp,73,73
9858.bmp,74,74
9859.bmp,75,75
9860.bmp,76,100
9861.bmp,77,77
9862.bmp,78,66
9863.bmp,79,79
9864.bmp,0,0
9865.bmp,81,81
9866.bmp,82,82
9867.bmp,83,83
9868.bmp,84,18
9869.bmp,85,85
9870.bmp,86,86
9871.bmp,87,137
9872.bmp,88,88
9873.bmp,89,89
9874.bmp,90,90
9875.bmp,91,91
9876.bmp,92,92
9877.bmp,93,0
9878.bmp,94,139
9879.bmp,95,95
9880.bmp,96,96
9881.bmp,97,96
9882.bmp,98,98
9883.bmp,99,99
9884.bmp,100,100
9885.bmp,101,101
9886.bmp,102,102
9887.bmp,103,103
9888.bmp,104,104
9889.bmp,105,105
9890.bmp,106,106
9891.bmp,107,107
9892.bmp,108,108
9893.bmp,109,109
9894.bmp,110,110
9895.bmp,111,110
9896.bmp,112,52
9897.bmp,113,113
9898.bmp,114,114
9899.bmp,115,115
9900.bmp,116,116
9901.bmp,117,117
9902.bmp,118,118
9903.bmp,119,119
9904.bmp,120,120
9905.bmp,121,121
9906.bmp,122,122
9907.bmp,123,123
9908.bmp,124,124
9909.bmp,125,125
9910.bmp,126,125
9911.bmp,127,127
9912.bmp,128,123
9913.bmp,129,129
9914.bmp,130,130
9915.bmp,131,131
9916.bmp,132,132
9917.bmp,133,133
9918.bmp,134,139
9919.bmp,135,135
9920.bmp,136,123
9921.bmp,137,137
9922.bmp,138,138
9923.bmp,139,139
9924.bmp,140,89
9925.bmp,141,142
9926.bmp,142,142
9927.bmp,143,143
9928.bmp,144,144
9929.bmp,145,103
9930.bmp,146,146
9931.bmp,147,123
9932.bmp,148,148
9933.bmp,149,149
9934.bmp,150,150
9935.bmp,151,151
9936.bmp,152,123
9937.bmp,153,153
9938.bmp,154,154
9939.bmp,155,155
9940.bmp,1,1
9941.bmp,2,2
9942.bmp,7,7
9943.bmp,8,8
9944.bmp,21,21
9945.bmp,22,16
9946.bmp,23,23
9947.bmp,24,24
9948.bmp,25,25
9949.bmp,26,26
9950.bmp,27,27
9951.bmp,28,28
9952.bmp,29,29
9953.bmp,30,30
9954.bmp,31,31
9955.bmp,32,32
9956.bmp,33,33
9957.bmp,34,34
9958.bmp,35,35
9959.bmp,36,36
9960.bmp,37,37
9961.bmp,38,38
9962.bmp,39,39
9963.bmp,40,40
9964.bmp,41,41
9965.bmp,42,42
9966.bmp,43,43
9967.bmp,44,44
9968.bmp,45,45
9969.bmp,46,118
9970.bmp,47,47
9971.bmp,48,48
9972.bmp,49,49
9973.bmp,50,50
9974.bmp,51,51
9975.bmp,52,52
9976.bmp,53,53
9977.bmp,54,54
9978.bmp,55,55
9979.bmp,56,56
9980.bmp,57,57
9981.bmp,58,58
9982.bmp,59,59
9983.bmp,60,60
9984.bmp,61,61
9985.bmp,62,62
9986.bmp,63,63
9987.bmp,64,64
9988.bmp,65,65
9989.bmp,66,66
9990.bmp,67,67
9991.bmp,68,68
9992.bmp,69,69
9993.bmp,70,70
9994.bmp,71,71
9995.bmp,72,72
9996.bmp,73,73
9997.bmp,74,74
9998.bmp,75,75
9999.bmp,76,76
10000.bmp,77,77
